0,12,-1
0,13,1
0,18,-1
0,23,-1
0,24,1
0,27,1
1,2,-1
1,6,-1
1,9,-1
1,10,-1
1,12,-1
1,13,1
1,23,1
1,27,1
1,28,-1
1,29,1
2,8,1
2,16,1
2,23,1
2,27,-1
2,29,1
3,4,-1
3,7,1
3,11,-1
3,16,1
3,17,1
3,29,1
4,5,-1
4,8,1
4,10,-1
4,18,-1
4,19,-1
4,21,-1
4,27,1
5,8,1
5,10,-1
5,16,1
5,17,1
5,18,1
5,19,1
5,21,1
5,29,1
6,7,1
6,8,1
6,12,-1
6,13,1
6,14,1
6,28,1
7,10,1
7,12,1
7,16,1
7,22,-1
7,24,1
7,27,-1
8,9,-1
8,10,1
8,11,-1
8,15,1
8,18,1
9,10,1
9,11,-1
9,15,1
9,18,-1
9,20,-1
9,21,-1
9,24,1
9,25,-1
10,11,-1
10,12,1
10,15,-1
10,17,-1
10,20,1
10,26,-1
10,29,1
11,12,-1
11,14,-1
11,15,1
11,20,1
11,21,-1
11,23,1
11,25,-1
12,13,1
12,15,-1
12,18,-1
12,19,1
12,20,-1
12,23,1
12,25,-1
12,28,1
13,18,-1
14,23,-1
14,26,-1
14,27,1
14,29,1
15,17,-1
15,18,-1
15,20,-1
15,21,1
15,22,-1
15,25,1
16,17,1
16,19,-1
16,21,-1
16,23,-1
16,25,1
16,28,1
17,18,-1
17,20,-1
17,21,1
17,22,1
18,20,-1
18,22,1
18,27,1
18,29,-1
19,22,-1
19,27,-1
20,21,-1
20,27,1
21,25,-1
21,28,1
21,29,-1
23,26,1
23,27,1
23,29,-1
24,29,1
25,27,-1
25,28,1
26,27,1
27,28,-1
28,29,1
