0,3,-1
0,4,-1
0,8,1
0,14,-1
0,21,-1
0,22,-1
1,7,-1
1,9,-1
1,10,1
1,11,1
1,12,1
1,14,-1
1,18,-1
1,20,-1
1,22,-1
1,23,-1
1,24,1
2,4,1
2,5,-1
2,13,1
2,14,1
2,21,-1
2,22,1
2,23,1
2,25,1
3,4,-1
3,10,1
3,12,1
3,17,-1
3,19,-1
3,22,-1
3,23,-1
3,25,-1
3,27,-1
4,7,-1
4,12,1
4,14,-1
4,15,1
4,18,-1
4,19,-1
4,25,-1
4,27,-1
5,22,1
5,25,1
5,27,1
6,11,1
6,17,-1
6,20,1
6,22,1
6,25,-1
6,28,-1
7,9,-1
7,11,1
7,16,-1
7,17,-1
7,20,-1
7,21,1
7,22,-1
7,25,-1
7,27,-1
8,9,-1
8,10,1
8,11,1
8,13,-1
8,19,-1
8,21,1
8,24,1
8,26,-1
8,29,-1
9,10,1
9,12,1
9,13,-1
9,14,-1
9,18,-1
9,19,-1
9,22,-1
9,23,-1
9,27,-1
9,28,-1
10,14,1
10,19,1
10,22,1
10,24,-1
10,26,1
11,16,1
11,17,1
11,23,1
11,24,-1
11,29,1
12,15,-1
12,16,1
12,25,1
12,28,1
13,14,-1
13,15,1
13,19,-1
13,20,1
13,24,1
13,26,-1
14,22,-1
14,27,-1
15,16,1
15,21,-1
15,22,1
15,24,-1
15,25,1
15,26,1
16,18,-1
16,25,-1
16,28,-1
17,23,-1
17,24,1
18,20,-1
18,22,-1
18,27,-1
19,22,-1
19,24,1
19,25,-1
19,29,-1
20,22,-1
20,23,-1
20,28,1
21,24,-1
22,24,1
22,27,-1
22,29,-1
23,25,-1
23,29,-1
24,27,1
26,27,-1
