0,1,-1
0,12,-1
0,13,1
0,18,-1
0,19,1
0,23,1
1,4,1
1,6,-1
1,8,-1
1,9,1
1,10,1
1,13,-1
1,14,1
1,15,-1
1,17,1
1,18,-1
1,24,1
2,6,-1
2,8,1
2,9,1
2,17,-1
2,18,-1
2,21,1
2,23,1
2,25,-1
2,27,-1
2,29,1
3,4,1
3,10,1
3,13,-1
3,15,-1
3,16,1
3,18,1
3,20,1
3,21,1
3,23,1
3,24,1
3,25,-1
4,7,1
4,10,1
4,11,-1
4,14,-1
4,15,1
4,16,-1
4,21,-1
4,22,1
4,26,-1
5,6,1
5,8,-1
5,12,1
5,16,1
5,20,1
5,25,-1
5,26,1
5,28,-1
5,29,-1
6,7,1
6,12,-1
6,13,1
6,18,-1
6,20,-1
6,24,1
6,25,-1
6,29,1
7,11,1
7,17,-1
7,18,1
7,22,-1
7,24,-1
8,14,1
8,17,1
8,24,1
8,26,-1
8,27,1
8,29,-1
9,10,-1
9,13,1
9,16,-1
9,19,1
9,22,1
9,26,1
9,27,1
10,12,1
10,13,1
10,23,-1
10,25,1
10,27,1
10,29,-1
11,12,1
11,13,-1
11,26,-1
11,28,1
12,18,-1
12,20,-1
12,25,1
12,26,1
12,27,-1
13,15,-1
13,26,-1
13,27,-1
14,16,-1
14,17,-1
14,22,1
15,18,1
15,21,1
15,25,-1
16,18,-1
16,19,1
16,22,1
17,18,1
17,21,1
17,22,1
17,24,-1
17,29,-1
18,20,-1
18,26,1
18,28,1
19,28,-1
20,23,-1
20,25,1
20,27,-1
21,24,1
21,26,-1
21,28,1
22,23,1
22,26,-1
23,27,1
24,28,-1
25,27,-1
27,29,1
