0,1,-1
0,3,1
0,4,-1
0,5,1
0,6,1
0,11,-1
0,16,-1
0,17,-1
0,18,1
0,19,-1
0,21,1
0,22,1
0,28,1
1,2,1
1,5,1
1,6,-1
1,17,-1
1,18,1
1,22,1
1,23,1
2,3,1
2,5,-1
2,6,1
2,7,1
2,19,-1
2,20,-1
2,24,1
2,28,1
3,4,-1
3,10,1
3,14,-1
3,20,-1
3,22,-1
3,24,-1
3,26,1
3,27,-1
4,7,1
4,9,-1
4,10,1
4,11,-1
4,16,-1
4,17,-1
4,22,-1
4,24,-1
4,25,1
4,27,1
4,29,1
5,7,1
5,10,-1
5,14,1
5,17,1
5,20,-1
5,21,-1
5,25,-1
5,26,-1
6,10,1
6,13,-1
6,14,1
6,24,-1
6,29,-1
7,9,1
7,11,1
7,20,1
7,23,1
7,26,1
8,12,1
8,14,-1
8,16,-1
8,17,1
8,20,-1
8,22,-1
8,23,-1
9,12,-1
9,14,-1
9,16,1
9,22,-1
9,23,-1
9,28,1
10,11,1
10,24,1
10,25,-1
10,28,-1
10,29,-1
11,15,1
11,16,-1
11,18,1
11,20,-1
11,26,1
12,16,1
12,17,1
12,18,-1
12,23,-1
12,24,-1
12,27,1
12,29,-1
13,15,1
13,18,1
13,21,1
14,15,-1
14,16,-1
14,19,-1
14,22,-1
14,24,1
14,26,-1
15,17,1
15,19,-1
15,26,-1
16,19,-1
17,18,1
17,19,1
17,26,1
17,28,1
17,29,1
18,23,-1
18,27,1
19,21,1
19,25,-1
20,23,-1
20,27,1
21,24,1
21,26,1
22,23,-1
22,24,-1
22,29,1
23,27,1
23,28,1
24,26,1
24,27,1
25,27,-1
26,28,-1
