0,3,1
0,7,-1
0,8,1
0,9,1
0,13,1
0,22,-1
0,26,-1
1,3,1
1,4,-1
1,5,-1
1,9,1
1,11,1
1,16,-1
1,18,1
1,21,1
1,23,1
1,25,1
1,26,-1
1,28,1
1,29,-1
2,3,1
2,7,-1
2,10,-1
2,11,1
2,14,-1
2,16,-1
2,17,1
2,23,1
2,26,-1
2,27,1
2,28,1
3,4,-1
3,8,1
3,10,-1
3,13,1
3,14,-1
3,19,1
3,20,1
3,22,-1
4,9,-1
4,11,-1
4,14,1
4,16,1
4,18,-1
4,19,-1
4,20,-1
4,27,-1
4,28,-1
5,7,1
5,13,-1
5,18,-1
5,19,-1
5,22,1
5,27,-1
5,29,1
6,9,1
6,17,1
6,22,-1
6,23,1
6,27,1
7,9,-1
7,21,-1
8,10,-1
8,11,1
8,12,-1
8,18,1
8,22,-1
8,26,-1
8,27,1
8,28,1
9,11,1
9,17,1
9,20,1
9,24,-1
9,26,-1
10,13,-1
10,24,1
10,26,1
11,13,1
11,20,1
11,22,-1
11,24,-1
11,29,-1
12,16,1
12,19,-1
12,22,1
12,23,-1
13,23,1
13,25,1
13,29,-1
14,18,-1
14,22,1
14,23,-1
14,26,1
15,18,1
15,21,1
15,22,-1
15,24,-1
15,26,-1
15,27,1
15,28,1
16,22,1
16,23,-1
16,25,-1
16,28,-1
16,29,1
17,20,1
17,22,-1
17,23,1
17,25,1
17,26,-1
18,21,1
18,22,-1
18,24,-1
18,27,1
19,20,1
19,21,1
19,28,1
20,28,1
20,29,-1
21,24,-1
22,23,-1
22,24,1
22,25,-1
22,29,1
23,25,1
23,29,-1
24,26,1
24,28,-1
26,28,-1
