0,4,1
0,6,-1
0,10,1
0,17,1
0,21,-1
0,22,-1
0,27,-1
1,3,-1
1,6,-1
1,10,-1
1,13,1
1,14,-1
1,18,-1
1,20,1
1,25,-1
1,27,1
2,5,1
2,6,-1
2,8,-1
2,9,1
2,12,1
2,13,-1
2,14,-1
2,15,-1
2,18,1
2,25,1
2,26,-1
2,28,-1
3,9,-1
3,10,-1
3,11,1
3,12,-1
3,14,-1
3,15,1
3,16,1
3,17,1
3,25,-1
3,26,-1
3,27,1
4,9,-1
4,17,-1
4,18,1
4,21,1
4,24,-1
5,7,-1
5,8,1
5,13,1
5,14,1
5,16,1
5,19,1
5,22,-1
5,25,-1
5,26,1
5,29,1
6,7,1
6,12,-1
6,14,-1
6,17,1
6,21,-1
6,23,1
6,24,1
7,8,1
7,11,1
7,13,1
7,15,1
7,16,1
7,17,-1
7,18,-1
7,19,1
7,22,-1
7,24,1
7,27,-1
8,10,-1
8,12,1
8,17,1
8,24,-1
9,16,1
9,22,-1
9,23,-1
9,24,-1
9,28,1
10,11,1
10,13,1
10,16,1
10,18,-1
10,23,-1
10,24,1
10,25,1
11,12,-1
11,16,-1
11,17,-1
11,20,1
11,23,1
11,24,-1
12,14,-1
12,15,1
12,22,1
12,23,1
12,28,-1
13,17,1
13,20,1
13,23,1
13,24,-1
13,29,-1
14,18,1
14,20,1
14,23,1
14,24,1
14,27,-1
15,23,-1
15,27,1
16,20,-1
18,20,1
18,23,-1
18,28,1
18,29,1
19,21,-1
19,27,-1
19,28,1
19,29,-1
20,23,-1
20,27,-1
21,26,1
21,27,-1
23,25,1
24,25,-1
24,27,1
25,27,1
26,28,-1
26,29,-1
