0,2,1
0,5,-1
0,6,1
0,7,-1
0,17,-1
0,19,-1
1,2,-1
1,5,1
1,13,-1
1,17,1
1,20,1
1,21,1
1,24,1
1,27,-1
2,5,1
2,8,1
2,9,1
2,10,1
2,11,1
2,23,1
2,26,-1
2,29,1
3,4,-1
3,8,-1
3,17,-1
3,18,-1
3,22,-1
3,24,-1
4,6,-1
4,16,-1
4,17,1
4,20,1
4,21,1
4,23,1
4,25,1
4,28,-1
4,29,1
5,9,-1
5,10,1
5,11,-1
5,13,1
5,26,1
5,28,-1
5,29,1
6,12,1
6,19,-1
6,22,-1
6,27,1
6,29,1
7,11,1
7,12,-1
7,13,1
7,14,-1
7,17,-1
7,18,-1
7,22,1
7,29,1
8,9,1
8,10,-1
8,11,1
8,12,-1
8,14,-1
8,15,1
8,17,1
8,19,1
8,20,-1
8,21,-1
8,29,-1
9,12,-1
9,20,-1
9,22,1
9,24,-1
9,25,1
10,11,-1
10,12,-1
10,15,-1
10,18,1
10,19,1
10,21,-1
10,22,1
10,23,-1
10,26,-1
10,27,-1
10,28,1
10,29,-1
11,12,1
11,13,-1
11,17,1
11,19,-1
11,22,-1
12,13,1
12,23,1
12,24,-1
12,29,-1
13,20,1
14,25,-1
14,29,1
15,18,-1
15,19,1
15,22,1
15,24,1
15,26,-1
15,29,-1
16,18,1
16,25,1
16,26,-1
17,18,-1
17,23,-1
17,26,1
17,27,-1
18,19,-1
18,23,-1
18,27,1
19,20,1
19,24,1
19,25,1
19,26,1
20,24,-1
21,27,1
21,29,-1
22,26,1
22,28,1
23,25,1
23,26,-1
24,27,-1
25,27,-1
25,28,1
25,29,1
26,28,-1
28,29,-1
