0,1,1
0,6,1
0,8,1
0,9,-1
0,18,-1
0,26,-1
1,3,-1
1,8,-1
1,10,1
1,13,-1
1,22,-1
1,23,-1
1,26,1
2,13,-1
2,17,-1
2,20,1
2,26,-1
3,9,1
3,13,-1
3,17,-1
3,23,-1
3,27,1
4,6,-1
4,11,1
4,13,-1
4,14,-1
4,18,-1
4,20,-1
4,24,1
4,26,-1
4,28,-1
4,29,-1
5,6,-1
5,7,-1
5,8,-1
5,9,-1
5,11,-1
5,15,1
5,16,1
5,17,-1
5,19,1
5,20,-1
5,24,-1
6,7,1
6,9,1
6,13,1
6,14,-1
6,15,1
6,17,-1
6,23,1
7,12,-1
7,17,1
7,19,1
8,15,-1
8,19,1
8,21,-1
8,23,1
8,24,-1
8,25,1
8,26,1
8,29,1
9,11,-1
9,14,1
9,16,1
9,18,-1
9,21,-1
9,22,-1
9,23,-1
9,26,-1
10,14,-1
10,15,-1
10,16,1
10,17,-1
10,19,1
10,21,-1
10,26,-1
10,28,1
10,29,1
11,12,-1
11,14,1
11,19,1
11,25,1
12,19,1
12,20,1
12,22,-1
12,28,1
13,15,1
13,22,-1
13,25,1
13,29,-1
14,15,-1
15,18,-1
15,20,-1
15,21,-1
15,28,1
15,29,1
16,17,1
16,18,1
16,19,-1
16,22,1
16,25,-1
16,27,1
16,29,-1
17,18,-1
17,19,1
17,22,-1
17,24,-1
17,28,1
18,19,-1
18,20,-1
18,26,-1
18,27,-1
18,29,-1
19,27,-1
20,23,-1
20,27,-1
21,25,1
21,28,1
22,25,1
22,26,-1
22,28,1
22,29,-1
23,24,1
23,29,-1
24,26,1
24,28,1
24,29,1
26,27,-1
26,28,1
27,28,1
