0,14,1
0,16,1
0,17,1
0,18,-1
0,19,-1
0,23,1
0,24,1
0,25,-1
0,28,1
0,29,1
1,8,1
1,9,-1
1,15,-1
1,19,-1
1,23,1
1,29,1
2,10,-1
2,11,1
2,21,-1
2,22,-1
2,26,-1
2,28,-1
2,29,-1
3,5,1
3,6,-1
3,25,-1
3,27,1
3,29,1
4,5,1
4,7,-1
4,10,1
4,11,1
4,12,-1
4,14,1
4,15,-1
4,24,1
4,28,1
5,11,-1
5,12,1
5,13,1
5,15,1
5,21,1
5,22,-1
5,28,-1
5,29,-1
6,10,-1
6,13,1
6,15,-1
6,16,-1
6,18,-1
6,20,-1
6,22,1
6,29,1
7,8,-1
7,10,1
7,11,-1
7,15,1
7,16,1
7,22,1
7,24,-1
7,26,-1
7,27,1
8,12,-1
8,13,1
8,16,-1
8,17,-1
8,21,1
8,22,1
8,23,1
8,26,1
9,16,1
9,17,-1
10,11,1
10,15,1
10,16,-1
10,17,-1
10,21,-1
10,22,-1
10,23,-1
10,25,-1
10,27,-1
11,14,-1
11,16,1
11,17,1
11,19,-1
11,20,1
12,15,1
12,19,1
12,20,-1
12,28,-1
13,17,1
13,21,-1
13,22,1
14,20,1
14,21,-1
14,23,-1
14,25,1
14,27,1
14,29,-1
15,16,1
15,18,1
15,20,-1
15,26,-1
16,22,1
16,25,-1
16,28,1
17,21,-1
17,22,-1
17,24,-1
17,25,1
17,27,-1
18,24,-1
18,26,1
18,29,1
19,20,1
19,24,-1
20,22,1
20,24,1
20,29,1
21,22,-1
21,23,-1
21,24,-1
21,25,-1
21,26,1
22,24,-1
22,26,1
23,27,-1
26,27,1
26,29,1
27,29,-1
