0,2,-1
0,5,-1
0,6,-1
0,10,-1
0,11,-1
0,13,1
0,14,-1
0,16,1
0,21,-1
0,22,-1
0,29,-1
1,5,1
1,6,1
1,8,1
1,9,1
1,14,1
1,23,-1
1,24,1
2,4,-1
2,7,1
2,10,1
2,11,1
2,13,-1
2,15,-1
2,19,1
2,25,-1
2,26,1
2,27,-1
3,9,-1
3,14,-1
3,20,-1
4,5,-1
4,6,-1
4,9,-1
4,13,1
4,19,-1
4,20,-1
4,21,-1
4,28,1
4,29,-1
5,13,-1
5,19,1
5,21,1
5,28,-1
6,8,1
6,11,1
6,14,1
6,24,1
6,26,1
6,27,-1
7,9,1
7,10,1
7,15,-1
7,17,-1
7,21,1
7,24,1
7,28,-1
7,29,1
8,9,1
8,11,1
8,12,1
8,15,-1
8,16,-1
8,22,1
8,24,1
8,25,-1
9,12,1
9,14,1
9,18,-1
9,25,-1
9,26,1
10,11,1
10,12,1
10,15,-1
10,16,-1
10,27,-1
10,29,1
11,14,1
11,18,-1
11,19,1
11,23,-1
11,24,1
11,26,1
12,13,-1
12,14,1
12,15,-1
12,23,-1
12,25,-1
12,29,1
13,19,-1
13,23,1
13,24,-1
13,29,-1
14,16,-1
14,20,1
14,22,1
14,24,1
14,28,-1
15,18,1
15,24,-1
15,28,1
15,29,-1
16,18,1
17,18,1
17,22,-1
17,24,-1
17,28,1
17,29,-1
18,24,-1
18,27,1
18,28,1
19,20,1
19,23,-1
19,26,1
19,28,-1
20,26,1
20,29,1
21,22,1
21,23,-1
21,25,-1
22,23,-1
22,28,-1
23,24,-1
23,26,-1
24,26,1
25,27,1
26,27,-1
26,29,1
27,28,1
28,29,-1
