0,3,-1
0,12,1
0,21,-1
0,22,1
0,24,1
0,25,-1
0,29,-1
1,4,1
1,7,-1
1,11,-1
1,13,1
1,15,1
1,17,1
1,23,-1
1,26,-1
1,28,-1
2,3,-1
2,4,-1
2,6,1
2,10,-1
2,17,-1
2,20,1
2,27,1
2,28,1
3,4,1
3,5,1
3,6,1
3,8,1
3,17,1
3,26,1
3,27,1
3,28,-1
3,29,-1
4,6,-1
4,7,1
4,8,-1
4,12,1
4,17,-1
4,23,1
4,25,1
4,26,1
4,28,1
4,29,1
5,6,-1
5,13,-1
5,17,-1
5,18,1
5,19,-1
5,21,-1
5,24,1
6,13,-1
6,23,-1
7,11,-1
7,12,-1
7,15,-1
7,18,-1
7,19,1
7,25,1
7,29,-1
8,9,-1
8,10,1
8,11,-1
8,15,-1
8,18,-1
8,23,1
8,27,-1
8,29,-1
9,12,-1
9,17,-1
9,19,1
9,20,-1
9,21,1
9,23,1
9,26,1
9,27,-1
10,11,1
10,14,1
10,15,1
10,16,1
10,17,-1
10,25,1
10,26,-1
10,27,1
10,28,1
10,29,1
11,15,-1
11,18,-1
11,21,-1
11,22,1
11,26,1
11,28,-1
12,13,1
12,19,1
12,21,1
12,27,-1
13,19,-1
13,27,1
13,28,1
13,29,1
14,15,-1
14,17,1
14,19,1
14,21,-1
14,22,1
14,27,-1
15,16,-1
15,19,1
15,21,-1
15,23,1
15,29,-1
16,22,1
16,24,-1
17,25,-1
17,27,1
17,29,1
18,19,1
19,22,-1
19,25,-1
19,29,1
20,25,1
20,29,1
21,24,1
21,25,-1
21,28,1
21,29,-1
23,26,-1
24,27,-1
25,27,1
27,28,1
27,29,-1
